linenum,lat,lng,county,city,carBrand,carModel,price,yearOfDistribution,motor,power,oblikVozila,brojVrata,mileage,url
1,45.703484,16.390524,Zagrebačka,Ivanić-Grad,Daihatsu,Sirion,3.300 €,2009. godište,Benzin,50 kW,limuzina,5,125000 km,https://www.njuskalo.hr/auti/daihatsu-sirion-1.0-top-oglas-41706998
2,45.564834122352,18.681940745807,Osječko-baranjska,Osijek - Okolica,Daihatsu,Feroza,3.800 €,1990. godište,Benzin,70 kW,terensko vozilo / SUV / pick up,3,77 km,https://www.njuskalo.hr/auti/daihatsu-feroza-1.6i-registrirana-03-2024-oglas-41554144
3,45.80434673953,15.911208061071,Grad Zagreb,Stenjevec,Daihatsu,Sirion,4.300 €,2006. godište,Benzin,65 kW,hatchback,5,88000 km,https://www.njuskalo.hr/auti/daihatsu-sirion-4x4-oglas-38380407
4,45.80434673953,15.911208061071,Grad Zagreb,Stenjevec,Daihatsu,Cuore,3.500 €,2004. godište,Benzin,40 kW,hatchback,3,114000 km,https://www.njuskalo.hr/auti/daihatsu-cuore-pur-oglas-40553558
6,45.80434673953,15.911208061071,Grad Zagreb,Stenjevec,Daihatsu,Cuore,2.500 €,2003. godište,Benzin,40 kW,hatchback,3,71000 km,https://www.njuskalo.hr/auti/daihatsu-cuore-pur-oglas-39929428
7,45.294352588649794,18.78891687947883,Vukovarsko-srijemska,Vinkovci,Daihatsu,Sirion,1.800 €,2005. godište,Benzin,51 kW,limuzina,5,160000 km,https://www.njuskalo.hr/auti/daihatsu-sirion-1.0-oglas-41981367
