linenum,lat,lng,county,city,carBrand,carModel,price,yearOfDistribution,motor,power,oblikVozila,brojVrata,mileage,url
1,43.508728792595,16.451361179352,Splitsko-dalmatinska,Split,Isuzu,D-MAX,46.245 €,2023. godište,Diesel,120 kW,terensko vozilo / SUV / pick up,4,,https://www.njuskalo.hr/novi-auti/isuzu-d-max-n60bb-1.9-crew-m-t-4x4-vozilo-dolasku-oglas-41563479
2,43.508728792595,16.451361179352,Splitsko-dalmatinska,Split,Isuzu,D-MAX,50.722 €,2023. godište,Diesel,120 kW,terensko vozilo / SUV / pick up,4,,https://www.njuskalo.hr/novi-auti/isuzu-d-max-f-1.9-crew-a-t-4x4-automatik-vozilo-dolasku-oglas-41563425
3,43.50688447016023,16.45313404485373,Splitsko-dalmatinska,Split,Isuzu,D-MAX,28.300 €,2016. godište,Diesel,120 kW,terensko vozilo / SUV / pick up,2,25766 km,https://www.njuskalo.hr/auti/isuzu-d-max-2.5d-presao-25.700-km-oglas-41184026
4,45.31014019919,18.415145443654,Osječko-baranjska,Đakovo,Isuzu,D-MAX,14.000 €,2014. godište,Diesel,120 kW,terensko vozilo / SUV / pick up,2,255000 km,https://www.njuskalo.hr/auti/isuzu-d-max-d-max-2.5-td-ls-automatik-oglas-40623356
5,51.064651340425,10.613242229929,Njemačka,,Isuzu,D-MAX,29.888 €,2018. godište,Diesel,120 kW,terensko vozilo / SUV / pick up,4,46315 km,https://www.njuskalo.hr/auti/isuzu-d-max-1.9-double-cab-gotovina-kredit-leasing-oglas-39034933
