linenum,lat,lng,county,city,carBrand,carModel,price,yearOfDistribution,motor,power,oblikVozila,brojVrata,mileage,url
76,49.029323857551,10.9741448462,Njemačka,,Alfa Romeo,Stelvio,24.202 €,2020. godište,Diesel,154 kW,terensko vozilo / SUV / pick up,5,82169 km,https://www.njuskalo.hr/auti/alfa-romeo-stelvio-2.2-d-svojim-kamionima-uvozimo-registracije-oglas-42273817
78,49.029323857551,10.9741448462,Njemačka,,Alfa Romeo,Tonale,26.429 €,2022. godište,Benzin,96 kW,terensko vozilo / SUV / pick up,5,12086 km,https://www.njuskalo.hr/auti/alfa-romeo-tonale-1.5-svojim-kamionima-uvozimo-registracije-oglas-42273677
79,46.081078424331,15.913089913144,Krapinsko-zagorska,Sveti Križ Začretje,Alfa Romeo,Giulia,22.800 €,2016. godište,Diesel,110 kW,limuzina,4,125700 km,https://www.njuskalo.hr/auti/alfa-romeo-giulia-2.2-jtd-oglas-41012197
80,45.541035,18.649729,Osječko-baranjska,Osijek,Alfa Romeo,156,999 €,2002. godište,Benzin,121 kW,limuzina,4,227000 km,https://www.njuskalo.hr/auti/alfa-romeo-156-2.0-jts-klima-registriran-10-2024-oglas-42271323
81,46.316033007983,16.338159074272,Varaždinska,Varaždin,Alfa Romeo,Stelvio,23.900 €,2018. godište,Diesel,154 kW,terensko vozilo / SUV / pick up,5,137100 km,https://www.njuskalo.hr/auti/alfa-romeo-stelvio-2.2-d-q4-automatik-bixenon-navi-pdv-jamstvo-oglas-42270553
82,45.145817,13.898136,Istarska,Žminj,Alfa Romeo,Giulia,21.800 €,2016. godište,Diesel,132 kW,limuzina,4,120000 km,https://www.njuskalo.hr/auti/alfa-romeo-giulia-2.2-jtd-oglas-41042390
84,43.563681602816,16.306848501613,Splitsko-dalmatinska,Kaštela,Alfa Romeo,GT,2.400 €,2007. godište,Diesel,110 kW,coupe,3,230000 km,https://www.njuskalo.hr/auti/alfa-romeo-gt-1.9-jtd-m-jet-oglas-41593002
85,,,Slovenija,,Alfa Romeo,Stelvio,29.999 €,2018. godište,Benzin,206 kW,terensko vozilo / SUV / pick up,5,86461 km,https://www.njuskalo.hr/auti/alfa-romeo-stelvio-oglas-41740570
86,44.848793,13.866434,Istarska,Pula,Alfa Romeo,Giulietta,8.500 €,2014. godište,Diesel,77 kW,coupe,5,121500 km,https://www.njuskalo.hr/auti/alfa-romeo-giulietta-1.6-oglas-41719738
87,45.084415,13.660935,Istarska,Rovinj,Alfa Romeo,159 SW,4.500 €,2009. godište,Diesel,154 kW,karavan,5,254000 km,https://www.njuskalo.hr/auti/alfa-romeo-159-sw-2.4-jtdm-oglas-41317580
88,45.60824,16.575624,Sisačko-moslavačka,Velika Ludina,Alfa Romeo,159 SW,5.600 €,2009. godište,Diesel,125 kW,karavan,5,246000 km,https://www.njuskalo.hr/auti/alfa-romeo-159-sw-2.0-jtdm-oglas-41948984
89,46.19751,15.833205,Krapinsko-zagorska,Đurmanec,Alfa Romeo,Giulietta,7.800 €,2010. godište,Diesel,77 kW,hatchback,5,185000 km,https://www.njuskalo.hr/auti/alfa-romeo-giulietta-1.6-oglas-41552068
90,45.82049240796146,16.009438266842174,Grad Zagreb,Maksimir,Alfa Romeo,MiTo,4.500 €,2010. godište,Diesel,88 kW,coupe,3,141672 km,https://www.njuskalo.hr/auti/alfa-romeo-mito-1.6-jtdm-oglas-41752558
91,,,Njemačka,,Alfa Romeo,Stelvio,26.050 €,2018. godište,Diesel,132 kW,terensko vozilo / SUV / pick up,5,153118 km,https://www.njuskalo.hr/auti/alfa-romeo-stelvio-2.2-jtdm-180-ks-acc-kam-shz-nav-asist-oglas-42259359
92,45.46628,16.38054,Sisačko-moslavačka,Sisak,Alfa Romeo,159,5.800 €,2010. godište,Diesel,88 kW,limuzina,5,193000 km,https://www.njuskalo.hr/auti/alfa-romeo-159-1.9-jtdm-oglas-41726409
93,45.398533,14.375953,Primorsko-goranska,Viškovo,Alfa Romeo,Giulia,17.950 €,2016. godište,Diesel,110 kW,limuzina,4,167327 km,https://www.njuskalo.hr/auti/alfa-romeo-giulia-2.2-jtd-moguca-garancija-2-godine-oglas-41566380
94,45.350554361473,14.363647622491,Primorsko-goranska,Rijeka,Alfa Romeo,Tonale,47.182 €,2022. godište,Benzin,96 kW,terensko vozilo / SUV / pick up,5,9000 km,https://www.njuskalo.hr/auti/alfa-romeo-tonale-1.5-mhev-edizione-speciale-2022-g-demo-vozilo-oglas-40607526
96,45.829216,16.106022,Grad Zagreb,Sesvete,Alfa Romeo,159 SW,3.858 €,2009. godište,Diesel,110 kW,karavan,5,244000 km,https://www.njuskalo.hr/auti/alfa-romeo-159-sw-1.9-jtdm-oglas-42254350
97,45.808057233652,15.849602222443,Grad Zagreb,Podsused - Vrapče,Alfa Romeo,Giulia,51.800 €,2023. godište,Diesel,155 kW,limuzina,4,15500 km,https://www.njuskalo.hr/auti/alfa-romeo-giulia-2.2-oglas-41642501
98,45.824955,16.0988,Grad Zagreb,Sesvete,Alfa Romeo,147,4.999 €,2009. godište,Diesel,88 kW,hatchback,5,190000 km,https://www.njuskalo.hr/auti/alfa-romeo-147-1.9-jtd-m-120.190-000-km-oglas-41780746
99,,,Varaždinska,Varaždin,Alfa Romeo,147,25.000 €,2004. godište,Benzin,184 kW,coupe,3,54358 km,https://www.njuskalo.hr/auti/alfa-romeo-147-3.2-v6-gta-250-ks-reg-03-24-top-stanje-oglas-42026594
100,45.33912,14.490499,Primorsko-goranska,Čavle,Alfa Romeo,MiTo,4.950 €,2011. godište,Diesel,88 kW,hatchback,3,208000 km,https://www.njuskalo.hr/auti/alfa-romeo-mito-1.6-jtdm-quadrifoglio-oglas-41670792
101,45.830723700533,16.094344701508,Grad Zagreb,Sesvete,Alfa Romeo,Giulia,51.555 €,2022. godište,Benzin,206 kW,limuzina,4,21000 km,https://www.njuskalo.hr/auti/alfa-romeo-giulia-2.0-turbo-veloce-4x4-q4-oglas-42251634
102,51.061505324308,10.616060320754,Njemačka,,Alfa Romeo,Stelvio,24.782 €,2021. godište,Benzin,147 kW,terensko vozilo / SUV / pick up,5,41300 km,https://www.njuskalo.hr/auti/alfa-romeo-stelvio-2.0-turbo-svojim-kamionima-uvozimo-reg-oglas-42247374
103,51.061505324308,10.616060320754,Njemačka,,Alfa Romeo,Giulia,24.286 €,2021. godište,Diesel,140 kW,limuzina,4,61554 km,https://www.njuskalo.hr/auti/alfa-romeo-giulia-2.2-svojim-kamionima-uvozimo-registracije-oglas-42247345
104,45.829013005389,16.000857902514,Grad Zagreb,Maksimir,Alfa Romeo,Giulia,28.400 €,2016. godište,Diesel,132 kW,limuzina,4,48000 km,https://www.njuskalo.hr/auti/alfa-romeo-giulia-2.2-jtd-automatik-oglas-41213760
105,45.79204,16.001673,Grad Zagreb,Trnje,Alfa Romeo,159 SW,4.000 €,1997. godište,Diesel,110 kW,karavan,5,278000 km,https://www.njuskalo.hr/auti/alfa-romeo-159-sw-1.9-jtd-oglas-42238263
106,45.35468,14.369534,Primorsko-goranska,Rijeka,Alfa Romeo,Giulietta,12.000 €,2012. godište,Diesel,125 kW,hatchback,5,147500 km,https://www.njuskalo.hr/auti/alfa-romeo-giulietta-2.0-125kw-registrirana-11-2024-oglas-42241690
